id,listing_url,name,neighbourhood_cleansed,zipcode,country,latitude,longitude,room_type,accommodates,price,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
3781,https://www.airbnb.com/rooms/3781,HARBORSIDE-Walk to subway,East Boston,2128,United States,42.36524120736776,-71.02936148859783,Entire home/apt,2,$125.00,99,10,10,10,10,10,10
5506,https://www.airbnb.com/rooms/5506,**$79 Special **   Private! Minutes to center!,Roxbury,2119,United States,42.32980850423623,-71.09559469348262,Entire home/apt,2,$145.00,95,10,10,10,10,9,10
6695,https://www.airbnb.com/rooms/6695,$99 Special!! Home Away! Condo,Roxbury,2119,United States,42.329940605699676,-71.093505106791,Entire home/apt,4,$169.00,97,10,10,10,10,9,9
6976,https://www.airbnb.com/rooms/6976,Mexican Folk Art Haven in Boston Residential Area,Roslindale,2131,United States,42.2924378866568,-71.13576525374667,Private room,2,$65.00,98,10,10,10,10,9,10
8789,https://www.airbnb.com/rooms/8789,Curved Glass Studio/1bd facing Park,Downtown,2108,United States,42.35918691518732,-71.06265110707376,Entire home/apt,2,$99.00,92,9,9,10,10,10,9
8792,https://www.airbnb.com/rooms/8792,Large 1 Bed facing State House,Downtown,2108,United States,42.35849698264322,-71.06201144020237,Entire home/apt,2,$154.00,93,10,9,10,10,10,9
9765,https://www.airbnb.com/rooms/9765,[1294] Grand Studio - South End,South End,2118,United States,42.34259444459376,-71.07942070179357,Entire home/apt,2,$229.00,89,10,10,10,9,10,8
9824,https://www.airbnb.com/rooms/9824,[1273] Fab Studio- close to Newbury,Back Bay,2115,United States,42.34949627476548,-71.08595384961086,Entire home/apt,2,$209.00,79,8,9,10,9,10,8
9827,https://www.airbnb.com/rooms/9827,[1168-1C] Luxury 1 BR High-Rise in Beacon Hill,Downtown,2111,United States,42.352148584714804,-71.06330132541606,Entire home/apt,2,$389.00,96,10,10,9,9,9,9
9855,https://www.airbnb.com/rooms/9855,[1330-1D] Lux 1BR  w/ Den - Fenway,Fenway,2215,United States,42.34337078514998,-71.09870840549256,Entire home/apt,3,$259.00,90,,,,,,
9857,https://www.airbnb.com/rooms/9857,"[1280] Well-Appointed,  2 BR Suite in Back Bay",Back Bay,2116,United States,42.35428957525216,-71.0727722486024,Entire home/apt,4,$342.00,88,9,10,10,10,10,9
9858,https://www.airbnb.com/rooms/9858,[1356-2] 2BR Exec Penthouse Suite,Back Bay,2116,United States,42.344471434571375,-71.08178606219539,Entire home/apt,6,$489.00,,,,,,,
9859,https://www.airbnb.com/rooms/9859,[1274] 1BR Half Block from Newbury,Back Bay,2115,United States,42.35025967200265,-71.08471827768018,Entire home/apt,2,$179.00,87,10,10,10,10,10,10
9860,https://www.airbnb.com/rooms/9860,[1277] 1BR on Beacon St - Back Bay,Back Bay,2116,United States,42.35411529429635,-71.07441444576361,Entire home/apt,2,$259.00,85,8,9,10,9,10,9
9870,https://www.airbnb.com/rooms/9870,[1293-1] - 1 Bedroom in South End,South End,2116,United States,42.34422661526431,-71.07787818266341,Entire home/apt,2,$279.00,80,9,8,10,9,10,8
10730,https://www.airbnb.com/rooms/10730,Bright 1bed facing Golden Dome,Downtown,2108,United States,42.35840348816456,-71.06185033441072,Entire home/apt,2,$150.00,95,9,9,10,10,10,9
10811,https://www.airbnb.com/rooms/10811,Back Bay Studio on Marlborough St-,Back Bay,2115,United States,42.34972969320107,-71.0879236417328,Entire home/apt,3,$179.00,86,9,9,9,7,10,9
10813,https://www.airbnb.com/rooms/10813,Back Bay Apt Studio-,Back Bay,2115,United States,42.34961258120306,-71.08903821762654,Entire home/apt,3,$179.00,,,,,,,
10986,https://www.airbnb.com/rooms/10986,Waterfront Furnished Apt,North End,2109,United States,42.36351987255669,-71.05075391788681,Entire home/apt,2,$115.00,,,,,,,
13589,https://www.airbnb.com/rooms/13589,"[1426-1] Renovated 3 BR, Bi-Level-Back Bay",Back Bay,2116,United States,42.35526319928581,-71.07279310137645,Entire home/apt,6,$389.00,87,9,9,10,10,10,9
13592,https://www.airbnb.com/rooms/13592,"[1279] 2 BR/1.5 BA, Bi-Level Suite",Back Bay,2116,United States,42.35376288379316,-71.07423910713261,Entire home/apt,4,$359.00,78,8,9,10,9,10,8
18711,https://www.airbnb.com/rooms/18711,The Dorset | 3BR 1BA | 1st Floor,Dorchester,2125,United States,42.323285711989264,-71.06210286717582,Entire home/apt,7,$126.00,84,9,9,9,9,9,9
21891,https://www.airbnb.com/rooms/21891,[1168-2NH]Lux 2BR - Downtown Boston,Downtown,2111,United States,42.352179362768965,-71.06316023638313,Entire home/apt,4,$289.00,94,9,9,9,9,10,9
22208,https://www.airbnb.com/rooms/22208,[1358] Small Studio in South End,South End,2118,United States,42.34320988189416,-71.07776036316244,Entire home/apt,2,$225.00,90,10,9,10,10,9,9
22354,https://www.airbnb.com/rooms/22354,COPLEY SQ...19TH C.TWNHSE SUNNY RM,South End,2116,United States,42.34495654198742,-71.07485746185634,Private room,1,$148.00,89,9,9,9,9,10,9
23370,https://www.airbnb.com/rooms/23370,[1250-1NE]Elegant 1BR in Back Bay,Back Bay,2116,United States,42.34609116036233,-71.078577968358,Entire home/apt,2,$289.00,87,9,9,7,7,9,9
23668,https://www.airbnb.com/rooms/23668,[1247-1N]Furnished 1BR At The Vesta,West End,2114,United States,42.36386502353799,-71.06895043843967,Entire home/apt,2,$249.00,,,,,,,
24240,https://www.airbnb.com/rooms/24240,The Golden Slipper,North End,2109,United States,42.36366047776044,-71.05023194381583,Entire home/apt,5,$275.00,96,10,10,10,10,10,9
25142,https://www.airbnb.com/rooms/25142,[1246]Beautiful 2BRs - Fenway Area,Fenway,2215,United States,42.3448650479359,-71.10259974303017,Entire home/apt,4,$399.00,88,9,10,9,9,9,9
25418,https://www.airbnb.com/rooms/25418,[1535-1C] Luxury 1BR - West End High Rise,West End,2114,United States,42.3649449797097,-71.06766819894484,Entire home/apt,2,$279.00,95,8,9,8,8,8,8
27141,https://www.airbnb.com/rooms/27141,[1293] Lovely 1 BR in South End,South End,2118,United States,42.34258590158319,-71.07969075832185,Entire home/apt,2,$279.00,70,8,8,8,10,9,8
27546,https://www.airbnb.com/rooms/27546,L'Auberge Espagnole  /room H,Dorchester,2122,United States,42.29834949192866,-71.05910373438712,Private room,4,$55.00,88,9,9,9,9,8,9
27611,https://www.airbnb.com/rooms/27611,One Bedroom Studio Garden Apartment,Jamaica Plain,2130,United States,42.315565116572934,-71.11482700886869,Entire home/apt,2,$175.00,91,9,10,10,10,10,9
28150,https://www.airbnb.com/rooms/28150,[1277/1] 1BR on Beacon St- Back Bay,Back Bay,2116,United States,42.35397478093875,-71.07261173686383,Entire home/apt,2,$184.00,81,8,8,9,9,10,8
29155,https://www.airbnb.com/rooms/29155,[1426-2]NEW 3 BR-Bi-Level  Back Bay,Back Bay,2116,United States,42.354327797179906,-71.073521139528,Entire home/apt,6,$451.00,88,8,9,10,9,10,9
29765,https://www.airbnb.com/rooms/29765,"Luxury suite, Moroccan furnishings",Charlestown,2129,United States,42.37833821738547,-71.06662682158364,Entire home/apt,2,$221.00,99,10,10,10,10,10,10
30311,https://www.airbnb.com/rooms/30311,[1543-1D]1BR with Den in Prime Beacon Hill Locale,Beacon Hill,2114,United States,42.36115825039167,-71.06518711164692,Entire home/apt,3,$161.00,,,,,,,
31796,https://www.airbnb.com/rooms/31796,Big room with two bed/Room A,Dorchester,2122,United States,42.299773412938755,-71.0604758082839,Private room,4,$43.00,88,10,9,10,10,9,9
36885,https://www.airbnb.com/rooms/36885,A Cozy Corner of Boston,Fenway,2215,United States,42.3463347597641,-71.08832312205183,Entire home/apt,2,$165.00,97,10,10,10,10,10,9
38578,https://www.airbnb.com/rooms/38578,[1218-1C]1BR - The Towers at Longfellow Place,West End,2114,United States,42.36408963095722,-71.06565400720207,Entire home/apt,3,$249.00,90,9,10,9,10,10,9
38579,https://www.airbnb.com/rooms/38579,[1218-2NH]2BR Apartment in Boston,Downtown,2114,United States,42.36417484490023,-71.06320412284416,Entire home/apt,4,$349.00,92,8,9,10,9,9,9
39116,https://www.airbnb.com/rooms/39116,Private Room/Perfect Location!,Fenway,2215,United States,42.34238757407687,-71.09725113569735,Private room,2,$99.00,98,10,10,10,10,10,10
40601,https://www.airbnb.com/rooms/40601,Private room & bath - Jamaica Plain,Jamaica Plain,2130,United States,42.31509938985096,-71.11107897137123,Private room,2,$95.00,99,10,10,10,10,10,10
44205,https://www.airbnb.com/rooms/44205,Elegance at Salem Street Court,Charlestown,2129,United States,42.376551110585275,-71.06676905680453,Entire home/apt,2,$184.00,99,10,10,10,10,10,10
45987,https://www.airbnb.com/rooms/45987,Gorgeous Garden Studio Charlestown,Charlestown,2129,United States,42.3740433333595,-71.0611766737255,Entire home/apt,3,$100.00,92,9,10,9,9,10,9
47521,https://www.airbnb.com/rooms/47521,Beautiful Victorian House /C,Dorchester,2122,United States,42.297719717380254,-71.0592404613887,Private room,4,$50.00,89,9,9,10,9,9,9
47722,https://www.airbnb.com/rooms/47722,[1356-1] Lovely 1BR Suites-1/2 Block to Pru Center,Back Bay,2116,United States,42.345991317260754,-71.07985901244271,Private room,2,$479.00,,,,,,,
47725,https://www.airbnb.com/rooms/47725,[1356-S] Half-Block to Pru Center,Back Bay,2116,United States,42.34594763852984,-71.08194281965525,Entire home/apt,2,$279.00,,,,,,,
50032,https://www.airbnb.com/rooms/50032,Amazing Design & Detail Throughout!,Jamaica Plain,2130,United States,42.31591115539129,-71.11275691200883,Entire home/apt,12,$700.00,93,9,9,9,9,10,9
54215,https://www.airbnb.com/rooms/54215,[1246-2C]Lux 2BR - Fenway Area,Fenway,2215,United States,42.343452988176544,-71.10166759098244,Entire home/apt,4,$289.00,80,9,7,8,8,9,9
54487,https://www.airbnb.com/rooms/54487,[1246-1C]Beautiful 1BRs - Fenway Area,Fenway,2215,United States,42.343471201034205,-71.10038331384595,Entire home/apt,3,$219.00,100,,,,,,
54944,https://www.airbnb.com/rooms/54944,Renovated Beacon Hill Studio [1414],Beacon Hill,2108,United States,42.35682271391546,-71.07024444961496,Entire home/apt,2,$185.00,84,9,9,9,10,10,9
56927,https://www.airbnb.com/rooms/56927,[1250-1C/1] Lux 1 BR in Back Bay Near Pru Center,Back Bay,2116,United States,42.34648977513371,-71.07975896686729,Entire home/apt,2,$289.00,100,10,10,8,10,10,9
56937,https://www.airbnb.com/rooms/56937,[1250-C]Beautiful 2BRs in Back Bay,Back Bay,2116,United States,42.34654267232068,-71.07853071772206,Entire home/apt,4,$399.00,88,9,9,9,8,10,8
57156,https://www.airbnb.com/rooms/57156,3 Room Cottage in Boston,Dorchester,2125,United States,42.31004204312099,-71.04941830401073,Entire home/apt,2,$105.00,94,9,9,10,10,10,9
60029,https://www.airbnb.com/rooms/60029,Room in geographical heart of Hub,Roxbury,2119,United States,42.325841851882,-71.08926850105509,Private room,1,$75.00,95,9,9,10,10,8,9
60356,https://www.airbnb.com/rooms/60356,Bookcase 1bd facing Boston Common,Downtown,2108,United States,42.35711748262145,-71.06179965761459,Entire home/apt,2,$175.00,97,10,9,10,10,10,9
66288,https://www.airbnb.com/rooms/66288,Architects Live-in Studio in Boston,Mission Hill,2120,United States,42.33215157576381,-71.10674178342134,Entire home/apt,2,$79.00,80,9,9,9,9,9,9
67774,https://www.airbnb.com/rooms/67774,Corner 1 bed facing Golden Dome,Beacon Hill,2108,United States,42.35866925366806,-71.06331526509506,Entire home/apt,3,$110.00,96,10,9,10,10,10,10
67946,https://www.airbnb.com/rooms/67946,[1330-1C] Lux High Rise in Fenway,Fenway,2115,United States,42.34500940952589,-71.09872441400223,Private room,3,$249.00,100,10,10,10,6,8,8
68902,https://www.airbnb.com/rooms/68902,"[1279/1] 2 BR 1.5BA, Bi-Level Suite",Back Bay,2116,United States,42.35454321454043,-71.07345475876546,Entire home/apt,4,$359.00,87,9,9,9,10,10,9
69369,https://www.airbnb.com/rooms/69369,Room in Boston off the beaten path,Roxbury,2119,United States,42.326142212195286,-71.0884044797577,Private room,2,$85.00,95,9,9,10,10,8,9
77681,https://www.airbnb.com/rooms/77681,Waterfall Room: Bunker Hill B&B,Charlestown,2129,United States,42.37853324504035,-71.06176887037248,Private room,2,$140.00,86,9,9,9,9,9,9
77691,https://www.airbnb.com/rooms/77691,Beautiful Victorian House /Room B,Dorchester,2122,United States,42.29770901,-71.05979096181578,Private room,3,$65.00,88,9,9,10,9,9,9
91588,https://www.airbnb.com/rooms/91588,Sunny Private Bedroom. 7 minute walk to Redline T.,Dorchester,2125,United States,42.31357973181839,-71.04696815124996,Private room,2,$68.00,99,10,10,10,10,10,10
95453,https://www.airbnb.com/rooms/95453,Royal Street Studio: Allston,Allston,2134,United States,42.35937207684766,-71.13155989406006,Entire home/apt,2,$175.00,96,10,10,10,10,9,10
118905,https://www.airbnb.com/rooms/118905,Lotus (Luxury apartment),East Boston,2128,United States,42.37932676415325,-71.03376093729794,Entire home/apt,2,$325.00,94,10,10,10,10,9,9
130552,https://www.airbnb.com/rooms/130552,[1684-2]2BRs-Near Longwood Med Area,Mission Hill,2120,United States,42.33467769835338,-71.10251313770223,Entire home/apt,4,$269.00,96,10,10,10,10,9,8
160572,https://www.airbnb.com/rooms/160572,Single Family Home,South Boston,2127,United States,42.33324331178137,-71.04199974359747,Entire home/apt,9,$495.00,93,10,10,10,10,10,10
163941,https://www.airbnb.com/rooms/163941,$99* SPECIAL* 2 bed ApT! Location!,Roxbury,2119,United States,42.32964653698351,-71.09502741816267,Entire home/apt,6,$225.00,93,10,10,10,10,9,9
169430,https://www.airbnb.com/rooms/169430,Stylish + Comfortable Urban Victorian,Roxbury,2119,United States,42.321581648142576,-71.09047217750756,Entire home/apt,10,$200.00,92,9,9,10,10,8,9
169938,https://www.airbnb.com/rooms/169938,Gorgeous Boston Loft Style Condo!,Jamaica Plain,2130,United States,42.313791962580474,-71.10338741157318,Entire home/apt,4,$174.00,,,,,,,
170715,https://www.airbnb.com/rooms/170715,Classic Back Bay Marlborough |1BR 1BA #3,Back Bay,2116,United States,42.35178287367133,-71.08456949050125,Entire home/apt,4,$200.00,92,9,9,10,10,10,9
177129,https://www.airbnb.com/rooms/177129,Comfort in Historic Melville Park 1,Dorchester,2124,United States,42.29342799337781,-71.06773095505628,Private room,3,$59.00,95,10,10,10,10,9,10
179244,https://www.airbnb.com/rooms/179244,Room in Beautiful Townhouse /G,Dorchester,2122,United States,42.29780454877129,-71.05892760838888,Private room,2,$75.00,87,9,8,9,9,8,9
179245,https://www.airbnb.com/rooms/179245,Room in Beautiful Townhouse /F,Dorchester,2122,United States,42.29915433110693,-71.05878564109082,Private room,2,$65.00,89,9,9,9,9,8,9
182049,https://www.airbnb.com/rooms/182049,Herbivorian House SkyRama ,East Boston,2128,United States,42.37979971680247,-71.0332513579009,Entire home/apt,4,$300.00,96,9,9,10,10,9,10
182613,https://www.airbnb.com/rooms/182613,Entire 2 BR! Clean condo 3 beds Charlestown Boston,Charlestown,2129,United States,42.377387032265055,-71.06043519614649,Entire home/apt,6,$169.00,96,10,10,10,10,10,10
190170,https://www.airbnb.com/rooms/190170,In-Law Suite w/Room to Spare :-),Dorchester,2125,United States,42.31039471069863,-71.06907432515601,Entire home/apt,4,$55.00,89,9,9,10,9,7,9
196806,https://www.airbnb.com/rooms/196806,"Comfy couch, Centrally located",Fenway,2115,United States,42.344523732167985,-71.08683719659065,Shared room,1,$79.00,98,10,10,10,10,10,10
197727,https://www.airbnb.com/rooms/197727,"Great Boston neighborhood , Jamaica Plain",Jamaica Plain,2130,United States,42.3131970326139,-71.1183236209181,Private room,1,$85.00,99,10,10,10,10,10,10
197972,https://www.airbnb.com/rooms/197972,Perfect Location--Super Studio!,Jamaica Plain,2130,United States,42.317321347129315,-71.1083382470032,Entire home/apt,2,$90.00,97,10,10,10,10,10,10
200265,https://www.airbnb.com/rooms/200265,Comfort in Historic Melville Park 2,Dorchester,2124,United States,42.29362567996863,-71.06652076227765,Private room,3,$69.00,94,9,10,10,10,9,9
205894,https://www.airbnb.com/rooms/205894,Beautiful Victorian House/Room D,Dorchester,2122,United States,42.298490908055584,-71.05880244016217,Private room,3,$55.00,89,9,9,9,10,9,9
210097,https://www.airbnb.com/rooms/210097,Treetop Haven in the City,Jamaica Plain,2130,United States,42.318635400684855,-71.1064062759693,Entire home/apt,2,$110.00,97,10,10,10,10,10,10
211921,https://www.airbnb.com/rooms/211921,Boston Loft: 7 Skylights!,Roslindale,2131,United States,42.281428775551895,-71.12576419618557,Entire home/apt,5,$300.00,97,10,10,10,10,9,10
217498,https://www.airbnb.com/rooms/217498,"Private bedroom, bath and lounge.",Brighton,2135,United States,42.352572976732944,-71.15056520109587,Private room,2,$99.00,95,10,10,10,10,9,10
220676,https://www.airbnb.com/rooms/220676,Private room off the Freedom Trail.,North End,2113,United States,42.36539015346572,-71.05438197261003,Private room,5,$95.00,98,10,10,10,10,10,10
225224,https://www.airbnb.com/rooms/225224,4th floor office room,South End,2116,United States,42.34642847317033,-71.07502990080344,Private room,1,$105.00,93,9,9,10,10,10,9
225834,https://www.airbnb.com/rooms/225834,Skyline View to Boston,Roslindale,2131,United States,42.28052812623618,-71.13084254103526,Private room,2,$65.00,98,10,10,10,10,9,9
225979,https://www.airbnb.com/rooms/225979,Cozy Room & Fresh Roasted Coffee,Roslindale,2131,United States,42.2814520694321,-71.12925004404066,Private room,1,$55.00,97,10,10,10,10,9,10
257588,https://www.airbnb.com/rooms/257588,BOSTON LUXURY FOR LESS!!! NEAR BCEC,South Boston,2127,United States,42.33066372457114,-71.03984208025666,Entire home/apt,6,$200.00,97,10,10,10,10,10,10
276450,https://www.airbnb.com/rooms/276450,19th Century Luxury | South End | 1BR 1BA #3,Roxbury,2118,United States,42.33814027315353,-71.08000805615907,Entire home/apt,4,$167.00,84,9,9,9,8,9,8
295285,https://www.airbnb.com/rooms/295285,"Single Bedroom, Quiet Neighborhood",West Roxbury,2132,United States,42.28719370532695,-71.1681597440516,Private room,1,$80.00,97,10,9,10,10,10,10
307571,https://www.airbnb.com/rooms/307571,Beacon Hill Floorthrough Brownstone,Beacon Hill,2114,United States,42.3588141376562,-71.06547230731253,Entire home/apt,2,$150.00,99,10,9,10,10,10,10
311240,https://www.airbnb.com/rooms/311240,"Upscale Back Bay Studio, River Views",Back Bay,2116,United States,42.35262416707966,-71.08051383620193,Entire home/apt,2,$165.00,93,10,10,10,10,10,9
315982,https://www.airbnb.com/rooms/315982,Beautiful Two BR & Two Bathroom Townhouse,Dorchester,2122,United States,42.299289844425694,-71.05996995396156,Entire home/apt,6,$196.00,87,9,9,9,9,8,9
318050,https://www.airbnb.com/rooms/318050,"South End Room on park by T, Prudential & Back Bay",South End,2118,United States,42.33979629318694,-71.07853429802778,Private room,2,$99.00,99,10,10,10,10,10,10
322593,https://www.airbnb.com/rooms/322593,"Chef Kitch, 12 Min to Pru, Patio, Walker'sParadise",South End,2118,United States,42.34348781143775,-71.07680165158366,Entire home/apt,2,$168.00,96,10,9,10,10,10,9
332225,https://www.airbnb.com/rooms/332225,"Beautiful house w/ Hot Tub, Parking & Yard!",Jamaica Plain,2130,United States,42.29128816246878,-71.11396006312367,Entire home/apt,6,$149.00,95,10,9,10,10,9,9
336946,https://www.airbnb.com/rooms/336946,"Sweet, Solar, Garden Apartment",Jamaica Plain,2131,United States,42.28825811306717,-71.11306691796358,Entire home/apt,2,$145.00,95,10,10,10,10,10,9
349347,https://www.airbnb.com/rooms/349347,Experience Past|Enjoy Present|South End Studio #2,Roxbury,2118,United States,42.33823990254319,-71.08171734317412,Entire home/apt,2,$167.00,87,9,10,10,9,9,9
349409,https://www.airbnb.com/rooms/349409,Family Home in Great Area,Jamaica Plain,2130,United States,42.324425810711006,-71.10651505467933,Entire home/apt,9,$250.00,96,10,10,10,10,7,10
377474,https://www.airbnb.com/rooms/377474,Beautiful Victorian House,Dorchester,2122,United States,42.29838951876524,-71.05931164774684,Entire home/apt,10,$495.00,87,8,9,9,9,7,8
381187,https://www.airbnb.com/rooms/381187,Urban home in best JP location w AC,Jamaica Plain,2130,United States,42.31417398640222,-71.11541470426444,Entire home/apt,6,$375.00,96,9,9,9,9,9,9
400067,https://www.airbnb.com/rooms/400067,Private Room in Spacious Apartment1,Dorchester,2121,United States,42.30088320910919,-71.08189710640713,Private room,1,$49.00,87,9,9,9,10,8,8
403587,https://www.airbnb.com/rooms/403587,Beautiful 2 bedroom apt sleeps 7,Charlestown,2129,United States,42.382908823365945,-71.06955641881245,Entire home/apt,7,$595.00,100,10,8,10,10,8,10
414419,https://www.airbnb.com/rooms/414419,Back Bay! Best Location in Boston!,Back Bay,2116,United States,42.3538695963596,-71.07972258052565,Entire home/apt,2,$75.00,92,9,9,10,10,10,9
441014,https://www.airbnb.com/rooms/441014,Beacon Hill Marathon Finish Line walking distance!,Beacon Hill,2108,United States,42.36014654713372,-71.06858797476997,Entire home/apt,2,$195.00,93,10,8,10,10,10,9
442735,https://www.airbnb.com/rooms/442735,South End Brownstone Family Home,South End,2118,United States,42.34362090082919,-71.067992576338,Entire home/apt,5,$250.00,96,9,9,10,10,10,9
447826,https://www.airbnb.com/rooms/447826,"Sweet Little House in JP, Boston",Jamaica Plain,2130,United States,42.31713375085383,-71.10965966211438,Private room,2,$71.00,96,10,9,10,10,10,10
472070,https://www.airbnb.com/rooms/472070,Penthouse|Beautiful Terrace|Marlborough| 2 BR 1BA,Back Bay,2116,United States,42.35147091712026,-71.08320443523486,Entire home/apt,5,$150.00,89,9,9,10,9,10,9
475254,https://www.airbnb.com/rooms/475254,Spectacular Boston Townhouse in Heart of Boston,Bay Village,2116,United States,42.3484557168945,-71.06810028933633,Entire home/apt,5,$500.00,96,10,9,10,10,10,9
475988,https://www.airbnb.com/rooms/475988,"Lovely private, 20 mins to dwntwn, near parks +T!",Jamaica Plain,2130,United States,42.30439627966345,-71.11442053542154,Entire home/apt,3,$207.00,97,10,10,10,10,10,10
496022,https://www.airbnb.com/rooms/496022,"Private Floor, Private Bath, City Location",Jamaica Plain,2130,United States,42.30920004254448,-71.11836465855009,Private room,2,$200.00,99,10,10,10,10,10,10
497810,https://www.airbnb.com/rooms/497810,"LOCATION, LOCATION, LOCATION, 3BDR DWNTWN",Downtown,02108 02111,United States,42.354392975346144,-71.06009357094518,Entire home/apt,8,$299.00,95,10,10,10,10,10,10
511992,https://www.airbnb.com/rooms/511992,RiverView Luxury Apt Top Amenities,Downtown,2108,United States,42.355636261028316,-71.05826822156493,Entire home/apt,6,$450.00,,,,,,,
519272,https://www.airbnb.com/rooms/519272,"Cozy Room + Private Bath, JP Boston",Jamaica Plain,2130,United States,42.305107628365654,-71.10643297141229,Private room,2,$62.00,98,10,10,10,10,10,10
526970,https://www.airbnb.com/rooms/526970,BACK BAY/COPLEY FIRST FLOOR ROOM,South End,2116,United States,42.34522988307238,-71.07282284007427,Private room,2,$148.00,90,9,8,10,9,10,9
530983,https://www.airbnb.com/rooms/530983,The Grand View | 5BR 2BA | Victorian Home,Dorchester,2125,United States,42.31418505456127,-71.06000714910215,Entire home/apt,9,$175.00,89,9,9,10,9,9,9
533152,https://www.airbnb.com/rooms/533152,The Penthouse | 2BR 1BA | 4th Floor,Dorchester,2125,United States,42.321889409331035,-71.0618292667287,Entire home/apt,5,$125.00,91,10,10,9,9,9,9
536865,https://www.airbnb.com/rooms/536865,COZY 2 BEDROOM IN GREATER BOSTON,Dorchester,2125,United States,42.310863883215255,-71.06815043883488,Entire home/apt,4,$115.00,88,10,9,10,10,9,9
561769,https://www.airbnb.com/rooms/561769,The Sky View | 3BR 1BA | 3rd Floor,Dorchester,2125,United States,42.3132399388275,-71.06241647334659,Entire home/apt,8,$142.00,88,9,9,9,9,9,9
568234,https://www.airbnb.com/rooms/568234,City's Hippest Location/Two Bedrooms/Parking,Jamaica Plain,2130,United States,42.30334665895726,-71.1049737158891,Private room,4,$110.00,98,10,10,10,10,10,10
570493,https://www.airbnb.com/rooms/570493,"2 Bedrms, 2 Priv Bath&Priv Entrance",Dorchester,2124,United States,42.28846783361416,-71.05477404713753,Private room,4,$110.00,97,10,10,10,10,9,10
579605,https://www.airbnb.com/rooms/579605,The Mayhew | 2BR 1BA | 3rd Floor,Dorchester,2125,United States,42.32280313962162,-71.06184460563564,Entire home/apt,5,$125.00,91,9,9,9,9,9,9
583255,https://www.airbnb.com/rooms/583255,"Boston Beauty, Walk to C and B line",Brighton,2135,United States,42.341713252845224,-71.14851195688932,Entire home/apt,2,$149.00,100,10,10,10,10,10,10
585148,https://www.airbnb.com/rooms/585148,Trendy Loft in the South End,South End,2118,United States,42.33817959209641,-71.06462945503596,Entire home/apt,2,$210.00,94,10,9,9,10,9,9
601763,https://www.airbnb.com/rooms/601763,The Alameda 2 | 2BR 1BA | Brookline Area,West Roxbury,2132,United States,42.29118076806377,-71.15316226886526,Entire home/apt,6,$125.00,92,9,10,9,9,9,9
611081,https://www.airbnb.com/rooms/611081,Houseboat in Boston Harbor,Charlestown,2129,United States,42.37669389115071,-71.05031193721229,Entire home/apt,6,$325.00,92,9,9,9,9,9,9
619142,https://www.airbnb.com/rooms/619142, Getaway in Historic Charlestown,Charlestown,2129,United States,42.378078688488884,-71.06343261367424,Entire home/apt,2,$175.00,96,10,9,10,10,10,9
639101,https://www.airbnb.com/rooms/639101,Quiet Room in Historic South End Brownstone,South End,,United States,42.33838120920071,-71.07496368669906,Private room,2,$175.00,98,10,10,10,10,10,10
639111,https://www.airbnb.com/rooms/639111,Relaxing Room at Historic South End Brownstone,South End,,United States,42.33618514454923,-71.07342145580922,Private room,3,$199.00,100,10,10,10,10,10,10
646087,https://www.airbnb.com/rooms/646087,1 Bed in Charming Southie Townhouse near BCEC,South Boston,2127,United States,42.334774636083,-71.04995357863712,Private room,2,$155.00,100,10,10,10,10,10,9
658029,https://www.airbnb.com/rooms/658029,Trendy Fun Spot|Historic South End |1BR 1BA #1,Roxbury,2118,United States,42.339232558534334,-71.08141307165798,Entire home/apt,4,$163.00,85,9,9,10,9,9,8
697078,https://www.airbnb.com/rooms/697078,Spacious 1 bed facing State House,Beacon Hill,2108,United States,42.358931308258974,-71.06331100414958,Entire home/apt,2,$175.00,91,9,9,10,9,10,9
708802,https://www.airbnb.com/rooms/708802,Boston / Charlestown Apartment,Charlestown,2129,United States,42.377549642397646,-71.06280466738484,Entire home/apt,4,$100.00,98,10,10,10,10,10,10
713627,https://www.airbnb.com/rooms/713627,"Retro Cool Artist's House, Parking",Jamaica Plain,2130,United States,42.30957367789852,-71.10629240857683,Entire home/apt,2,$135.00,80,8,8,10,8,8,8
732932,https://www.airbnb.com/rooms/732932,Guest Bedroom in Beautiful Jamaica Plain Home,Jamaica Plain,2130,United States,42.30376309732182,-71.11400262506409,Private room,2,$90.00,95,10,10,10,10,9,10
732999,https://www.airbnb.com/rooms/732999,Lovely home in Jamaica Plain Boston,Jamaica Plain,2130,United States,42.30455930241627,-71.11364252468704,Entire home/apt,4,$225.00,97,10,10,10,10,10,10
735970,https://www.airbnb.com/rooms/735970,Part of a Large Condo Jamaica Plain,Jamaica Plain,2130,United States,42.31691221390574,-71.1130254234823,Private room,2,$55.00,100,10,9,9,9,10,10
743211,https://www.airbnb.com/rooms/743211,Unique Find: Private home in City!,Jamaica Plain,2130,United States,42.3058133625616,-71.11259651201156,Entire home/apt,10,$550.00,97,10,9,10,10,9,9
743759,https://www.airbnb.com/rooms/743759,Cozy Room & Bathroom: No Kitchen,Roslindale,2131,United States,42.2942383412405,-71.13183344692784,Private room,1,$25.00,95,10,10,10,10,10,10
750438,https://www.airbnb.com/rooms/750438,"Private room, 7 min to subway, verdant & peaceful",Jamaica Plain,2130,United States,42.306811532274814,-71.11052442247082,Private room,2,$65.00,97,10,10,10,10,10,10
