id,listing_url,name,neighbourhood_cleansed,zipcode,country,latitude,longitude,room_type,accommodates,price,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
18840936,https://www.airbnb.com/rooms/18840936,Cozy Room 3,Dorchester,2122,United States,42.30584542633008,-71.0642496940615,Private room,3,$55.00,94,10,9,10,10,9,9
18841034,https://www.airbnb.com/rooms/18841034,Cozy Room,Dorchester,2122,United States,42.30518759502833,-71.06589740062205,Private room,4,$55.00,93,9,9,9,10,9,9
18841072,https://www.airbnb.com/rooms/18841072,Cozy Room 2,Dorchester,2122,United States,42.307324823136774,-71.0657625049839,Private room,3,$60.00,92,10,9,9,9,8,9
18841628,https://www.airbnb.com/rooms/18841628,Amazing Location! 2-Bedroom Apt. in Beacon Hill,Beacon Hill,2114,United States,42.3600152030894,-71.06457411291063,Entire home/apt,4,$275.00,100,10,10,10,10,10,10
18848342,https://www.airbnb.com/rooms/18848342,Large Bed in Gorgeous Apt Close to Transportation,Brighton,2135,United States,42.34606041313086,-71.15246260396363,Private room,2,$130.00,97,10,10,10,10,9,9
18858706,https://www.airbnb.com/rooms/18858706,Shabby-Chíc Condo Steps to Airport & Subway,East Boston,2128,United States,42.373979970954565,-71.03305588192404,Entire home/apt,5,$199.00,97,10,10,10,10,10,10
18866158,https://www.airbnb.com/rooms/18866158,Cozy and Bright Apartment in Trendy Lower Mills,Mattapan,2126,United States,42.27099784155803,-71.07097222782326,Entire home/apt,4,$97.00,100,10,10,10,10,9,10
18868165,https://www.airbnb.com/rooms/18868165,Lucky Rm 4 Near-T 唐人街-鴻運大房-2 beds AC,Chinatown,2111,United States,42.346937566616916,-71.06129751575189,Private room,2,$85.00,75,9,8,9,9,9,8
18871920,https://www.airbnb.com/rooms/18871920,South End Pied a Terre,South End,2118,United States,42.34123924903981,-71.07728599287796,Entire home/apt,4,$275.00,,,,,,,
18873614,https://www.airbnb.com/rooms/18873614,BnT- BnB,Jamaica Plain,2130,United States,42.320917088305045,-71.11618785103877,Entire home/apt,2,$140.00,100,10,10,10,10,10,10
18875451,https://www.airbnb.com/rooms/18875451,The Sunset Room,Brighton,2135,United States,42.35478703978611,-71.16844891229847,Private room,2,$55.00,95,10,9,10,10,10,10
18875553,https://www.airbnb.com/rooms/18875553,The King's Bedroom,Brighton,2135,United States,42.35492852433282,-71.16804945482079,Private room,2,$60.00,100,10,10,10,10,10,10
18875599,https://www.airbnb.com/rooms/18875599,The Pistachio Room,Brighton,2135,United States,42.35309968139691,-71.16722494589318,Private room,2,$51.00,93,10,9,10,10,10,10
18876930,https://www.airbnb.com/rooms/18876930,Lovely stylish Beacon Hill Studio! Boston Commons,Downtown,2116,United States,42.35307100801145,-71.06329483015905,Entire home/apt,2,$86.00,93,9,10,9,9,9,9
18886077,https://www.airbnb.com/rooms/18886077,"Stylish, modern duplex near Orange Line, Downtown",Roxbury,2119,United States,42.31632276593201,-71.09561897857188,Private room,1,$45.00,96,9,9,9,9,8,10
18888098,https://www.airbnb.com/rooms/18888098,Bluebird Suites Luxury 2-BR West End Apartment!,West End,2114,United States,42.36517750286215,-71.06845953056234,Entire home/apt,5,$489.00,,,,,,,
18890604,https://www.airbnb.com/rooms/18890604,Boston Furnished Studio Rental M328-3,South End,2118,United States,42.34309031024811,-71.07382164290784,Entire home/apt,2,$140.00,90,9,10,10,10,10,9
18894794,https://www.airbnb.com/rooms/18894794,Spectacular 2BR Bedroom Downtown Condo!,Downtown,2114,United States,42.36581954803073,-71.05989281472135,Entire home/apt,5,$999.00,90,10,9,10,10,10,10
18895387,https://www.airbnb.com/rooms/18895387,Immaculate 2BR Condo by TD Garden!,Downtown,2114,United States,42.366377786094,-71.06026760880982,Entire home/apt,5,$999.00,,,,,,,
18898296,https://www.airbnb.com/rooms/18898296,A Room for 2 in Roxbury,Roxbury,2119,United States,42.32946763457883,-71.09341144263335,Private room,2,$75.00,91,10,10,10,10,9,9
18899037,https://www.airbnb.com/rooms/18899037,Almond Room,Roxbury,2119,United States,42.331480136037385,-71.09314167483288,Private room,2,$75.00,90,10,10,10,10,9,9
18902025,https://www.airbnb.com/rooms/18902025,"Luxurious, Contemporary Design Home",Charlestown,2129,United States,42.3795020960027,-71.06840912056691,Entire home/apt,8,$400.00,96,10,10,10,10,10,10
18907659,https://www.airbnb.com/rooms/18907659,Quaint 2BR Condo Near Charleston Street!,West End,2114,United States,42.36486459270322,-71.06539327521841,Entire home/apt,5,$999.00,100,10,10,9,9,10,10
18908082,https://www.airbnb.com/rooms/18908082,Spacious 2BR Condo in the West End!,Downtown,2114,United States,42.363582227222906,-71.06326060787138,Entire home/apt,5,$999.00,100,10,9,10,10,10,10
18910240,https://www.airbnb.com/rooms/18910240,Stunning Boston 2BR Condo!,West End,2114,United States,42.36438767756469,-71.06428171006347,Entire home/apt,5,$999.00,97,10,10,10,9,10,9
18923308,https://www.airbnb.com/rooms/18923308,#304 Boston privet AC room 2 twin beds 咖啡免费讲国语,Dorchester,2122,United States,42.296983391667425,-71.0610702961718,Private room,2,$58.00,96,10,10,10,10,9,10
18925063,https://www.airbnb.com/rooms/18925063,Spacious bedroom in newly renovated apartment!,Mission Hill,2120,United States,42.33220567852981,-71.1008753788013,Private room,2,$130.00,,,,,,,
18925610,https://www.airbnb.com/rooms/18925610,Amazing Studio and Excellent location,West End,2114,United States,42.36163197298042,-71.06847205486311,Entire home/apt,2,$49.00,98,10,10,10,10,10,10
18929287,https://www.airbnb.com/rooms/18929287,Beautiful Residential Home,Brighton,2135,United States,42.34366434220535,-71.15256476347643,Private room,1,$33.00,,,,,,,
18930894,https://www.airbnb.com/rooms/18930894,River st Private room,Mattapan,2126,United States,42.27244173878852,-71.07514595328362,Private room,2,$50.00,100,10,10,9,10,10,10
18933650,https://www.airbnb.com/rooms/18933650,First floor suite,Roxbury,2119,United States,42.324957164392906,-71.07871080008344,Entire home/apt,4,$125.00,,,,,,,
18934135,https://www.airbnb.com/rooms/18934135,Corporate-style Apt by the State House and Commons,Beacon Hill,2108,United States,42.357605963909045,-71.0638543337954,Entire home/apt,3,$189.00,90,10,9,9,9,10,9
18941587,https://www.airbnb.com/rooms/18941587,"Private room, a short walk to the Charles",Brighton,2135,United States,42.36250957259286,-71.14246709432572,Private room,2,$55.00,100,9,9,9,9,9,9
18942329,https://www.airbnb.com/rooms/18942329,Rustic & Renovated 3BR Steps to Airport & Subway,East Boston,2128,United States,42.37377990831121,-71.03215148093373,Entire home/apt,6,$199.00,95,10,10,10,10,9,10
18942870,https://www.airbnb.com/rooms/18942870,Andrew Sq - Cozy Quiet Room,Dorchester,2125,United States,42.325883527524574,-71.05821603103084,Private room,1,$110.00,,,,,,,
18944060,https://www.airbnb.com/rooms/18944060,Frugal Stay X,Brighton,2135,United States,42.36210806480548,-71.14497382029687,Private room,2,$44.00,89,9,8,9,9,9,9
18944289,https://www.airbnb.com/rooms/18944289,Frugal Stay Y,Brighton,2135,United States,42.36185765277615,-71.14454645907387,Private room,2,$49.00,92,9,8,10,9,9,9
18945236,https://www.airbnb.com/rooms/18945236,Phenomenal Boston 2BR Condo!,Back Bay,2116,United States,42.34648113963157,-71.07979714286313,Entire home/apt,5,$999.00,76,8,8,9,8,10,8
18945347,https://www.airbnb.com/rooms/18945347,#302 Boston private AC room free  /可讲国语,Dorchester,2122,United States,42.295591069769664,-71.06190956701717,Private room,2,$52.00,96,10,10,10,10,8,10
18945938,https://www.airbnb.com/rooms/18945938,Cozy Condo in Downtown Boston!,Back Bay,2116,United States,42.34623199030755,-71.07880011900367,Entire home/apt,3,$999.00,93,10,9,10,10,10,9
18945958,https://www.airbnb.com/rooms/18945958,1BR Boston Condo Near FENWAY PARK!,Back Bay,2116,United States,42.34582272226761,-71.08009285823022,Entire home/apt,3,$999.00,,,,,,,
18945971,https://www.airbnb.com/rooms/18945971,Delightful Downtown Boston Condo!,Back Bay,2116,United States,42.34648553505689,-71.0783336554381,Entire home/apt,3,$999.00,100,10,10,10,10,10,9
18946874,https://www.airbnb.com/rooms/18946874,Convenient and Comfortable Apartment,Allston,2134,United States,42.35085852513613,-71.1322286475551,Private room,2,$45.00,80,,6,10,6,10,8
18956699,https://www.airbnb.com/rooms/18956699,Simple Studio + Patio Steps From Back Bay Station!,South End,2116,United States,42.34627921011962,-71.07392181448489,Entire home/apt,2,$99.00,95,10,9,10,10,10,9
18957205,https://www.airbnb.com/rooms/18957205,Amazing Location! 1 Bdrm/Queen Bed in Beacon Hill,Beacon Hill,2114,United States,42.35987892597669,-71.06523161373536,Private room,2,$140.00,96,10,10,10,10,10,9
18974032,https://www.airbnb.com/rooms/18974032,10 Allston,Allston,2134,United States,42.35343334231715,-71.13337000819867,Private room,2,$60.00,92,9,9,10,9,9,9
18975041,https://www.airbnb.com/rooms/18975041,Backbay Apartment,South End,2116,United States,42.34479284682744,-71.07622655371429,Entire home/apt,5,$85.00,90,8,8,9,10,10,8
18975942,https://www.airbnb.com/rooms/18975942,victorian Rm1 Chinatown唐人街-順㬌大房-2 beds near T,Chinatown,2111,United States,42.34791167551645,-71.06086716422928,Private room,2,$100.00,86,9,8,10,9,10,9
19005408,https://www.airbnb.com/rooms/19005408,GORGEOUS APT by BU! 3BR/1Bath+ 1 Private Parking!,Allston,2134,United States,42.347446990813154,-71.13603230596807,Entire home/apt,8,$139.00,90,9,9,10,9,9,9
19007014,https://www.airbnb.com/rooms/19007014,#3 Samuel Adam neighborhood Boston vicinity (T),Jamaica Plain,2130,United States,42.31441380856653,-71.10239921159031,Private room,2,$65.00,94,10,9,10,9,10,9
19007419,https://www.airbnb.com/rooms/19007419,Entire home- great location at a special price!,South Boston,2127,United States,42.33862286075163,-71.0298482082233,Entire home/apt,4,$180.00,87,9,8,10,10,9,9
19014867,https://www.airbnb.com/rooms/19014867,Peaceful apt across from train stop 20m to Boston,Allston,2134,United States,42.352781815540645,-71.12461070965416,Entire home/apt,2,$115.00,100,10,10,10,10,10,10
19015741,https://www.airbnb.com/rooms/19015741,"Spacious Private Room, near Harvard Square 3",Allston,2134,United States,42.358988943555765,-71.13290691026955,Private room,1,$79.00,100,10,10,10,10,10,10
19017513,https://www.airbnb.com/rooms/19017513,Walk to the Beach or City room 6,Dorchester,2125,United States,42.3170818147293,-71.05832783816271,Private room,3,$70.00,86,9,9,10,9,9,9
19018530,https://www.airbnb.com/rooms/19018530,4 Boston Dwtn Shiny 4BR/2BT walk2all for biz/tour,Chinatown,2111,United States,42.348823752585126,-71.0619997951412,Entire home/apt,10,$379.00,91,10,9,10,10,10,9
19019422,https://www.airbnb.com/rooms/19019422,"#1 Cozy private room near airport, downtown Boston",East Boston,2128,United States,42.389404963029754,-71.00780402953434,Private room,3,$49.00,93,9,10,10,10,10,8
19019477,https://www.airbnb.com/rooms/19019477,Sweet place for girls or couples,Fenway,2115,United States,42.34275725723212,-71.08889887885749,Private room,1,$85.00,97,10,9,10,10,9,9
19019562,https://www.airbnb.com/rooms/19019562,★A++ Loc★ Beacon Hill Penthouse★ Killer View Deck★,Beacon Hill,2114,United States,42.3600618080881,-71.0675489328937,Entire home/apt,6,$99.00,96,10,10,10,10,10,9
19019919,https://www.airbnb.com/rooms/19019919,"#2 Cozy private room near airport, downtown Boston",East Boston,2128,United States,42.38978813841651,-71.0073434665138,Private room,3,$75.00,,,,,,,
19019981,https://www.airbnb.com/rooms/19019981,"#3 Cozy private room near airport, downtown Boston",East Boston,2128,United States,42.39024754426362,-71.00897734368988,Private room,3,$75.00,100,10,10,10,10,10,9
19020833,https://www.airbnb.com/rooms/19020833,TheLedder1-Fullbed/2Bth 4m to city stepstoT/freepk,Dorchester,2122,United States,42.31158057030639,-71.06369503019498,Private room,2,$46.00,100,10,10,10,10,9,10
19039411,https://www.airbnb.com/rooms/19039411,Penthouse - VIEWS. North End of Boston - Queen,North End,2113,United States,42.365313782364595,-71.05729209636151,Private room,2,$80.00,93,9,8,9,10,10,9
19050865,https://www.airbnb.com/rooms/19050865,Brownstone|Contemporary Newbury Place|1BR 1BA #6,Back Bay,2115,United States,42.349499235464,-71.08486381720233,Entire home/apt,4,$195.00,88,10,9,10,10,10,9
19051657,https://www.airbnb.com/rooms/19051657,Charming Quaint|Heart of Back Bay|1BR 1BA #5,Back Bay,2115,United States,42.349070579564675,-71.08477575381555,Entire home/apt,4,$195.00,93,10,9,10,9,10,9
19052102,https://www.airbnb.com/rooms/19052102,Brownstone|Shopping & Food on Newbury|1BR 1BA #4,Back Bay,2115,United States,42.349011628455926,-71.08554376159672,Entire home/apt,4,$195.00,90,9,9,10,9,10,9
19065795,https://www.airbnb.com/rooms/19065795,Modern Upscale Newbury Street|1BR 1BA #1,Back Bay,2115,United States,42.34979992249829,-71.08535091169372,Entire home/apt,4,$237.00,93,10,10,10,10,10,9
19065830,https://www.airbnb.com/rooms/19065830,Trendy Flat|Bright + Light Southie| 1BR 1BA #201,South Boston,2127,United States,42.34371699067138,-71.05729225292633,Entire home/apt,4,$165.00,88,9,10,10,10,10,9
19065836,https://www.airbnb.com/rooms/19065836,New|Shoppers|Foodies|Newbury|Suite 1BR 1BA #2,Back Bay,2115,United States,42.34835563812428,-71.0856443400264,Entire home/apt,4,$195.00,92,10,9,10,9,10,9
19068608,https://www.airbnb.com/rooms/19068608,Sunny Fenway Park/Boylston St location,Fenway,2215,United States,42.34729554313763,-71.09317886054005,Entire home/apt,3,$139.00,88,10,9,10,10,10,9
19071169,https://www.airbnb.com/rooms/19071169,Tall Ships Private Rooftop and Penthouse,Charlestown,2129,United States,42.37486562820358,-71.0605230194687,Entire home/apt,2,$600.00,,,,,,,
19071875,https://www.airbnb.com/rooms/19071875,Big newly renovated 3 bedroom condo in East Boston,East Boston,2128,United States,42.380251367549604,-71.03972979453067,Entire home/apt,9,$300.00,100,10,10,10,10,10,10
19073668,https://www.airbnb.com/rooms/19073668,The Golden Room! w/ A/C,Roslindale,2131,United States,42.274940290853216,-71.11819675185424,Private room,2,$59.00,96,10,9,10,10,9,9
19081087,https://www.airbnb.com/rooms/19081087,So Central|Trendy Apt. in Southie 1BR 1BA #301,South Boston,2127,United States,42.342232324756345,-71.05715550156835,Entire home/apt,4,$165.00,94,10,10,10,9,10,9
19081593,https://www.airbnb.com/rooms/19081593,Southie Chill Spot|1 BR 1BA #401,South Boston,2127,United States,42.341663314593355,-71.05618924205073,Entire home/apt,4,$165.00,91,10,9,10,10,10,9
19084632,https://www.airbnb.com/rooms/19084632,Private Room in Back Bay Apartment!,Back Bay,2115,United States,42.35032909630403,-71.08704515230039,Private room,2,$98.00,100,10,10,10,10,10,10
19087238,https://www.airbnb.com/rooms/19087238,Charming One Bedroom With Private Garden,South End,2118,United States,42.34298797149488,-71.0775966613464,Entire home/apt,3,$180.00,100,10,10,10,10,10,10
19088192,https://www.airbnb.com/rooms/19088192,Big cozy room near subway,Charlestown,2143,United States,42.38173283829219,-71.07992468761898,Private room,3,$75.00,86,9,9,10,10,9,9
19096176,https://www.airbnb.com/rooms/19096176,City life on quiet street close Harvard,Allston,2134,United States,42.356185636719175,-71.13811711444457,Private room,1,$45.00,100,10,10,10,10,10,10
19100282,https://www.airbnb.com/rooms/19100282,"Large, sunny hilltop home, nature lovers' paradise",Jamaica Plain,2130,United States,42.30323432913763,-71.13293482847075,Entire home/apt,8,$450.00,93,9,9,10,10,8,9
19102461,https://www.airbnb.com/rooms/19102461,Private Room in very spacious JP House.( Lilac Rm),Jamaica Plain,2130,United States,42.324085814744905,-71.10638557753282,Private room,2,$95.00,98,10,10,10,10,9,10
19102964,https://www.airbnb.com/rooms/19102964,Sunflower Private Room in spacious J.P. house,Jamaica Plain,2130,United States,42.32296253583139,-71.10562823126186,Private room,2,$95.00,98,10,10,10,10,10,10
19103076,https://www.airbnb.com/rooms/19103076,"Large Suite w/ Private Bath,Hot tub,great location",Jamaica Plain,2130,United States,42.32308473223338,-71.10722233293784,Private room,3,$155.00,97,10,10,10,10,10,9
19103623,https://www.airbnb.com/rooms/19103623,Private Rm by Harvard Sq- NO SHARING Rm with other,Allston,2134,United States,42.36054296952939,-71.13252354871061,Private room,1,$68.00,90,10,9,10,10,9,9
19111197,https://www.airbnb.com/rooms/19111197,Bluebird 2-BR Near Fenway Park + Salt Water Pool,Fenway,2215,United States,42.345163972248365,-71.09910136320823,Entire home/apt,5,$170.00,,,,,,,
19111535,https://www.airbnb.com/rooms/19111535,"Beautiful, Central 2+BR sleeps 5. Near Longwood.",Jamaica Plain,2130,United States,42.32106044974372,-71.11077891918559,Entire home/apt,5,$175.00,96,10,10,10,10,10,9
19111774,https://www.airbnb.com/rooms/19111774,Bedroom for summer( Now till beginning of August),Brighton,2135,United States,42.34260910860549,-71.1422932996324,Private room,1,$30.00,55,8,6,8,6,8,6
19113658,https://www.airbnb.com/rooms/19113658,4B Boston Dwtn Whole 2BR Suite perfect 4 tour/biz,Chinatown,2111,United States,42.34750167092934,-71.06038488081501,Entire home/apt,4,$179.00,83,9,9,9,9,9,8
19115109,https://www.airbnb.com/rooms/19115109,4A Boston Downtown Whole 2BR/4Bds Apt walk2all,Chinatown,2111,United States,42.34777954040035,-71.06101294477763,Entire home/apt,5,$179.00,90,9,9,9,10,10,9
19115310,https://www.airbnb.com/rooms/19115310,"Spacious 2 bedroom, 2 bathroom apartment in Boston",South Boston,2127,United States,42.34215629619984,-71.05681366752987,Entire home/apt,6,$250.00,90,10,9,9,10,10,9
19115873,https://www.airbnb.com/rooms/19115873,"Stayloom’s Upscale Oasis | Private deck, near T",Dorchester,2125,United States,42.32272408523826,-71.05559321938881,Entire home/apt,12,"$5,000.00",97,10,10,10,10,9,9
19117781,https://www.airbnb.com/rooms/19117781,1880's Boston Townhouse on Redline!,Dorchester,2124,United States,42.293380065147666,-71.06377901684458,Private room,2,$65.00,100,10,10,10,10,10,10
19119469,https://www.airbnb.com/rooms/19119469,Bright Spacious  Cozy and Convenient,Roxbury,2119,United States,42.31748967469251,-71.09331583654813,Private room,1,$75.00,100,10,9,10,10,10,10
19119860,https://www.airbnb.com/rooms/19119860,Room near Lechmere Boston area. Low cost at luxury,Charlestown,2141,United States,42.371315475414754,-71.07324713591089,Private room,1,$33.00,,,,,,,
19121881,https://www.airbnb.com/rooms/19121881,Huge entire 3 bedrooms unit near airport& downtown,East Boston,2128,United States,42.388906356636035,-71.00874024749838,Entire home/apt,10,$249.00,100,10,10,10,10,8,8
19123216,https://www.airbnb.com/rooms/19123216,King Bed/Cot4mi to Downtown steps toT freepk,Dorchester,2122,United States,42.30993796882361,-71.06374649455009,Private room,4,$63.00,99,10,10,10,10,9,10
19138622,https://www.airbnb.com/rooms/19138622,19th Century Rehab |City Views|So End 1BD 1BA #4,Roxbury,2118,United States,42.33801637172002,-71.08109022186899,Entire home/apt,4,$167.00,91,10,10,10,10,9,9
19140676,https://www.airbnb.com/rooms/19140676,Private Room 3 Min Walk to Savin Hill Subway Stop,Dorchester,2125,United States,42.313093180703596,-71.05531045217148,Private room,4,$49.00,96,10,9,10,10,10,10
19141729,https://www.airbnb.com/rooms/19141729,Stayloom’s Saltspray Escape | Beachfront,South Boston,2127,United States,42.32991380145025,-71.03235238958779,Entire home/apt,16,"$5,000.00",97,10,10,10,10,10,10
19143327,https://www.airbnb.com/rooms/19143327,Beautiful 1 BR Apartment #11 In Downtown Boston.,Downtown,2116,United States,42.35109154768682,-71.06677667069978,Entire home/apt,4,$158.00,97,10,10,10,10,10,10
19143984,https://www.airbnb.com/rooms/19143984,Streetview- 2Beds/TV 4mi to city FreePk• stepstoT,Dorchester,2122,United States,42.30934517681061,-71.06239431470468,Private room,5,$92.00,95,10,10,10,10,9,9
19149341,https://www.airbnb.com/rooms/19149341,Fun Houseboat,Charlestown,2129,United States,42.37555579246939,-71.0502088117136,Entire home/apt,6,$290.00,91,10,10,10,10,9,9
19151055,https://www.airbnb.com/rooms/19151055,BEST LOCATION 3 BR North End's Freedom Trail,North End,2113,United States,42.363727343076775,-71.05488323099921,Entire home/apt,6,$285.00,99,10,10,10,10,10,10
19153136,https://www.airbnb.com/rooms/19153136,Luxury Apartment Bldg Next Door to Boston Commons,Downtown,2108,United States,42.35642216031292,-71.0591625955108,Entire home/apt,3,$189.00,100,10,10,10,10,10,10
19154786,https://www.airbnb.com/rooms/19154786,Comfortable & Convenient ( Centrally Located).,Fenway,2115,United States,42.34568043860968,-71.08886956528383,Entire home/apt,5,$250.00,91,9,9,9,10,10,9
19157248,https://www.airbnb.com/rooms/19157248,Stunning Bedroom w/private deck in Savin Hill,Dorchester,2125,United States,42.31214907153077,-71.05316856125926,Private room,2,$120.00,98,10,10,10,10,10,10
19157252,https://www.airbnb.com/rooms/19157252,Stylish Studio w/ world class amenities in Boston!,Mission Hill,2130,United States,42.32872516573405,-71.11029925630734,Entire home/apt,3,$249.00,80,8,9,9,9,9,8
19159488,https://www.airbnb.com/rooms/19159488,Fenway Studio with Lobby-Level Retail+ Gym,Mission Hill,2130,United States,42.32894686216218,-71.10989763678386,Entire home/apt,3,$249.00,,,,,,,
19159772,https://www.airbnb.com/rooms/19159772,Stylish 1-BR  near Fenway with Pool & Gym!!,Mission Hill,2130,United States,42.330170836815704,-71.11055617912479,Entire home/apt,1,$131.00,,,,,,,
19160014,https://www.airbnb.com/rooms/19160014,Upscale 1-BR near Fenway+ Beautiful Pool and Gym!!,Mission Hill,2130,United States,42.33023097354326,-71.11045285450749,Entire home/apt,3,$249.00,100,10,10,10,8,8,10
19160261,https://www.airbnb.com/rooms/19160261,Fenway 2-BR + top notch amenities!!,Mission Hill,2130,United States,42.32965004206434,-71.10997772450571,Entire home/apt,5,$171.00,95,10,10,10,10,10,10
19160270,https://www.airbnb.com/rooms/19160270,Stayloom's Saltspray Luxury | Beachfront,South Boston,2127,United States,42.33204931072838,-71.03295860391674,Entire home/apt,16,"$5,000.00",96,10,10,10,10,10,10
19173476,https://www.airbnb.com/rooms/19173476,High-End & Stylish 2-BR apt near Fenway Park,Mission Hill,2130,United States,42.32892044015701,-71.11005776927776,Entire home/apt,5,$299.00,93,10,9,9,8,8,7
19173890,https://www.airbnb.com/rooms/19173890,Beautifully Furnished 2BR near Fenway +Pool & Gym,Mission Hill,2130,United States,42.330253914179416,-71.11194984991246,Entire home/apt,5,$169.00,80,8,9,10,7,8,8
19174144,https://www.airbnb.com/rooms/19174144,Clean spacious modern 2BR JP condo,Jamaica Plain,2130,United States,42.305296916869835,-71.11146378055649,Entire home/apt,4,$180.00,100,10,10,10,10,10,10
19175044,https://www.airbnb.com/rooms/19175044,"Lux Studio Apt w/pool, gym & views of Olmsted Park",Mission Hill,2130,United States,42.330343232634654,-71.11211016326641,Entire home/apt,2,$194.00,80,10,8,10,9,9,9
19177794,https://www.airbnb.com/rooms/19177794,"Lux 1BR Apt w/pool, gym & views of Olmsted Park",Mission Hill,2130,United States,42.33006523089441,-71.11180297562244,Entire home/apt,3,$207.00,,,,,,,
19177986,https://www.airbnb.com/rooms/19177986,"Lux 2BR Apt w/pool, gym & views of Olmsted Park",Mission Hill,2130,United States,42.33046759230946,-71.11130003404683,Entire home/apt,4,$285.00,,,,,,,
19180117,https://www.airbnb.com/rooms/19180117,NEW: Boston Luxe Studio,Downtown,2113,United States,42.36491178942792,-71.05904194478761,Entire home/apt,2,$170.00,95,10,10,10,10,10,10
19182289,https://www.airbnb.com/rooms/19182289,"Renovated House, Sunny & Clean room, New Window AC",Roxbury,2121,United States,42.314593811084634,-71.0925322443388,Private room,1,$36.00,100,10,10,10,10,9,10
19194959,https://www.airbnb.com/rooms/19194959,Modern Stay Alfred on Garrison Street,Back Bay,2116,United States,42.34500372201411,-71.07988987880972,Entire home/apt,5,"$1,143.00",,,,,,,
19197441,https://www.airbnb.com/rooms/19197441,Phenomenal Stay Alfred on Garrison Street,Back Bay,2116,United States,42.34586769429972,-71.07820992410652,Entire home/apt,5,"$1,143.00",,,,,,,
19199046,https://www.airbnb.com/rooms/19199046,"Nice Charlestown Location, Close to Downtown & T!",Charlestown,2129,United States,42.384250280632344,-71.07776221515508,Private room,2,$88.00,96,10,10,10,10,9,10
19199379,https://www.airbnb.com/rooms/19199379,Boston 3 bed Apt By Logan Airport & Train Floor#2,East Boston,2128,United States,42.37768926296869,-71.03468224327777,Entire home/apt,10,$300.00,97,10,10,10,10,9,10
19209066,https://www.airbnb.com/rooms/19209066,Logan Intl Airport - Boston II,East Boston,2128,United States,42.38990669370264,-71.00154803438578,Private room,1,$50.00,100,10,10,10,10,10,10
19209396,https://www.airbnb.com/rooms/19209396,Rm#5 Heart-Chinatown Bost-Near-T唐人街 +AC,Chinatown,2111,United States,42.3483698482602,-71.06263742466868,Private room,2,$85.00,83,9,8,9,10,10,8
19209936,https://www.airbnb.com/rooms/19209936,Boston-Jamaica Plain Heart- sleeps 6,Jamaica Plain,2130,United States,42.31606151974796,-71.10477557644181,Entire home/apt,6,$130.00,96,10,10,10,10,9,9
19212437,https://www.airbnb.com/rooms/19212437,Sky-blue Room w/Private Bath & AC remote,Roslindale,2131,United States,42.27661599056335,-71.12002434269542,Private room,2,$69.00,97,9,10,10,10,10,10
19219071,https://www.airbnb.com/rooms/19219071,Studio apt in tree-lined Boston neighborhood!,West Roxbury,2132,United States,42.274425327427544,-71.14968862819097,Entire home/apt,2,$79.00,95,10,9,10,10,9,10
19220895,https://www.airbnb.com/rooms/19220895,South End SOWA 2brm w/ gorgeous patio!,South End,2118,United States,42.33925223381852,-71.064770317611,Entire home/apt,5,$156.00,99,10,10,10,10,9,9
19222305,https://www.airbnb.com/rooms/19222305,"Sweet Rm 2 Chinatown Boston甜蜜屋,唐人街 2 single beds",Chinatown,2111,United States,42.34815037426576,-71.06281399630662,Private room,3,$85.00,82,9,8,9,9,9,8
19222960,https://www.airbnb.com/rooms/19222960,Awesome Long term Apt in Back Bay,Back Bay,2116,United States,42.35337383498374,-71.07817069064033,Entire home/apt,2,$75.00,,,,,,,
19223966,https://www.airbnb.com/rooms/19223966,Elegant Rm3 Near-T Chinatown優雅大房 波士顿唐人街 2 beds,South End,2111,United States,42.34675053546186,-71.06378081252835,Private room,2,$95.00,87,9,9,9,9,9,9
19224791,https://www.airbnb.com/rooms/19224791,Amazing Renovated & Brand New! One Bed w/WD!,North End,2113,United States,42.36334437469039,-71.05700033160609,Entire home/apt,4,$178.00,91,9,9,10,9,10,9
19225442,https://www.airbnb.com/rooms/19225442,Back Bay Duplex,Back Bay,2115,United States,42.35145883067418,-71.08855361834472,Private room,2,$93.00,71,8,5,10,9,10,7
19229464,https://www.airbnb.com/rooms/19229464,"Simple, clean, and cozy single",Allston,2134,United States,42.353535089393816,-71.13824097424398,Private room,1,$30.00,100,10,10,10,10,10,10
19229917,https://www.airbnb.com/rooms/19229917,近BU 好房暑期出租 Fneway C线D线超近,Fenway,2215,United States,42.34655185184222,-71.10286837698453,Private room,1,$55.00,,,,,,,
19240978,https://www.airbnb.com/rooms/19240978,"Beautiful, new, airy apartment in Boston!",Brighton,2135,United States,42.35037296357314,-71.1492044767671,Private room,1,$95.00,100,10,10,10,10,10,10
19243707,https://www.airbnb.com/rooms/19243707,Very clean house owner living in the house,West Roxbury,2132,United States,42.2794202533161,-71.15946176873359,Private room,1,$49.00,98,10,10,10,10,10,9
19247246,https://www.airbnb.com/rooms/19247246,Sunny 2BR in Back Bay by Sonder,Back Bay,2116,United States,42.35235979348256,-71.07388944398609,Entire home/apt,4,$290.00,88,9,10,9,9,10,9
19248168,https://www.airbnb.com/rooms/19248168,Cozy 1 bedroom apartment in Roslindale,Roslindale,2131,United States,42.281527113367005,-71.13674668687679,Entire home/apt,3,$86.00,98,10,10,10,10,9,10
