id,listing_url,name,neighbourhood_cleansed,zipcode,country,latitude,longitude,room_type,accommodates,price,review_scores_rating
12709469,https://www.airbnb.com/rooms/12709469,near BC shuttle house summer sublet,Brighton,2135,United States,42.34054213,-71.14671038,Private room,1,$32.00,20
18502823,https://www.airbnb.com/rooms/18502823,High-End 2-BR Furnished Apartment *Fenway*,Fenway,2215,United States,42.344637,-71.10063727,Entire home/apt,5,$299.00,20
21106680,https://www.airbnb.com/rooms/21106680,Beautifully Furnished 1-BR in Boston near Aquarium,Downtown,2114,United States,42.36619542,-71.05946078,Entire home/apt,3,$249.00,20
23027286,https://www.airbnb.com/rooms/23027286,BOSTON Private Room/ #2 Modern/Cozy bedroom,Mattapan,2126,United States,42.27150932,-71.10175954,Private room,1,$39.00,20
24464925,https://www.airbnb.com/rooms/24464925,"Lux 2BR 2BA Apt w/rooftop deck, gym, WiFi",Mission Hill,2115,United States,42.33067307,-71.11247109,Entire home/apt,5,$199.00,20
28544711,https://www.airbnb.com/rooms/28544711,Seaport Luxe Condo 1BD 2,South Boston Waterfront,2210,United States,42.35182403,-71.04392413,Entire home/apt,3,$359.00,20
28866017,https://www.airbnb.com/rooms/28866017,WELCOME TO THE JUNGLE,Brighton,2135,United States,42.35017203,-71.14779173,Private room,2,$150.00,20
29215155,https://www.airbnb.com/rooms/29215155,1 Bedroom Brownstone Back Bay Apartments,Back Bay,2115,United States,42.34915629,-71.08977849,Entire home/apt,6,$499.00,20
29535835,https://www.airbnb.com/rooms/29535835,"Quick Walk to Metro! Free Laundry, Cleaning, &WiFi",Jamaica Plain,2130,United States,42.32375688,-71.10940596,Private room,1,$35.00,20
30094413,https://www.airbnb.com/rooms/30094413,The best,Allston,2134,United States,42.35017905,-71.13364995,Private room,1,$60.00,20
30389802,https://www.airbnb.com/rooms/30389802,"Airy Chinatown 1BR w/ Office Nook, Gym + Pool by Blueground",Chinatown,2111,United States,42.35216477,-71.06209685,Entire home/apt,2,$198.00,20
30389976,https://www.airbnb.com/rooms/30389976,Smart + Snazzy Fort Point Studio near Seaport by Blueground,South Boston Waterfront,2110,United States,42.34777932,-71.04946193,Entire home/apt,2,$164.00,20
30507608,https://www.airbnb.com/rooms/30507608,Sharp 1BR in Fenway by Sonder,Fenway,2215,United States,42.34311529,-71.10174491,Entire home/apt,2,$196.00,20
31512667,https://www.airbnb.com/rooms/31512667,"See the train on back porch, place is beautiful.",Hyde Park,2136,United States,42.24920276,-71.12330964,Entire home/apt,7,$150.00,20
31951913,https://www.airbnb.com/rooms/31951913,Welcome to “Sleep E-Z”,East Boston,2128,United States,42.37891459,-71.03998546,Entire home/apt,4,$101.00,20
28967400,https://www.airbnb.com/rooms/28967400,Master Bedroom in Luxury Waterfront Apartments,Dorchester,2127,United States,42.32088218,-71.05253779,Private room,2,$55.00,30
6854357,https://www.airbnb.com/rooms/6854357,Cute bedroom in the Allston area,Allston,2134,United States,42.34901655,-71.1361512,Private room,2,$45.00,40
22240424,https://www.airbnb.com/rooms/22240424,Exclusive 3 Bedroom in The Heart of Boston!,Mission Hill,2115,United States,42.33072912,-71.11148101,Entire home/apt,7,$339.00,40
22652403,https://www.airbnb.com/rooms/22652403,The Copley Garrison One Bedroom Suite,Back Bay,2116,United States,42.34773686,-71.0791048,Entire home/apt,2,$185.00,40
23036258,https://www.airbnb.com/rooms/23036258,Boston Back Bay,Back Bay,2115,United States,42.34952826,-71.08629999,Entire home/apt,3,$250.00,40
24330706,https://www.airbnb.com/rooms/24330706,"Lux 2BR Apt w/pool, gym & views of Olmsted Park",Jamaica Plain,2130,United States,42.32992111,-71.11178792,Entire home/apt,5,$285.00,40
24961014,https://www.airbnb.com/rooms/24961014,Ultra Lux 2-BR in Boston + Great Amenities,West End,2114,United States,42.36286316,-71.06435692,Entire home/apt,5,$269.00,40
30085426,https://www.airbnb.com/rooms/30085426,Furnished Apartment Rental ( $99+tax/night),Back Bay,2116,United States,42.34575191,-71.07948129,Private room,2,$99.00,40
30174520,https://www.airbnb.com/rooms/30174520,"Large, private “studio like” bedroom in West Roxy!",West Roxbury,2132,United States,42.282154,-71.1488593,Private room,2,$49.00,40
31071683,https://www.airbnb.com/rooms/31071683,Room 203 Historic Roxbury Horatio Park,Roxbury,2121,United States,42.31634641,-71.09093518,Private room,2,$44.00,40
7055184,https://www.airbnb.com/rooms/7055184,Clean bedroom in Allston,Allston,2134,United States,42.35507102,-71.13262778,Private room,1,$35.00,50
8099266,https://www.airbnb.com/rooms/8099266,Sleek 1BR apt in Fenway near entertainment venues!,Fenway,2215,United States,42.34317272,-71.10119771,Entire home/apt,3,$149.00,50
28136602,https://www.airbnb.com/rooms/28136602,Beautiful townhouse available sept 1,Mission Hill,2120,United States,42.33533843,-71.10139433,Entire home/apt,8,$380.00,50
28331694,https://www.airbnb.com/rooms/28331694,Back Bay Condos 1BD/1BA 5,Back Bay,2115,United States,42.34597101,-71.08376519,Entire home/apt,3,$229.00,50
21459629,https://www.airbnb.com/rooms/21459629,"H5-6, 2 Private Rm, 2 min to T, 17 min to Downtown",Dorchester,2124,United States,42.28159871,-71.06622871,Private room,6,$180.00,53
14253485,https://www.airbnb.com/rooms/14253485,Luxury S. End Brownstone T-3 available Sept 1 .20,Roxbury,2120,United States,42.33626243,-71.08489941,Entire home/apt,8,$500.00,55
19111774,https://www.airbnb.com/rooms/19111774,Bedroom for summer( Now till beginning of August),Brighton,2135,United States,42.34260911,-71.1422933,Private room,1,$30.00,55
24560253,https://www.airbnb.com/rooms/24560253,Newly Renovated 1BD Apt 10 mins to Downtown,East Boston,2128,United States,42.37434427,-71.03876674,Entire home/apt,3,$295.00,57
7325084,https://www.airbnb.com/rooms/7325084,Studio near Copley Square,South End,2116,United States,42.34474483,-71.07705984,Entire home/apt,2,$146.00,60
8410270,https://www.airbnb.com/rooms/8410270,Great Apartment in the Back Bay,Back Bay,2115,United States,42.34529925,-71.08564212,Entire home/apt,2,$160.00,60
13298014,https://www.airbnb.com/rooms/13298014,Single room available for month of July,Fenway,2115,United States,42.34914402,-71.09830533,Private room,1,$77.00,60
14222649,https://www.airbnb.com/rooms/14222649,Chinatown Single Bedroom,Chinatown,2111,United States,42.34811636,-71.06165024,Private room,2,$93.00,60
17144103,https://www.airbnb.com/rooms/17144103,Fabulous Stay Alfred on Garrison Street,Back Bay,2116,United States,42.3460674,-71.07897,Entire home/apt,5,"$1,143.00",60
18521414,https://www.airbnb.com/rooms/18521414,Bluebird Lavish 2-BR Boston Apt + 24 HR Doorman,Fenway,2215,United States,42.3452394,-71.10156091,Entire home/apt,5,$499.00,60
18600221,https://www.airbnb.com/rooms/18600221,Allston 单独一个房间出租,Allston,2134,United States,42.34745229,-71.1401236,Shared room,2,$30.00,60
19455477,https://www.airbnb.com/rooms/19455477,Beautiful & Cozy 1-BR near Fenway + Pool & Gym,Mission Hill,2130,United States,42.33006896,-71.11065399,Entire home/apt,3,$249.00,60
19588926,https://www.airbnb.com/rooms/19588926,Chic and bright 1 bedroom near Harvard University,Jamaica Plain,2130,United States,42.32853832,-71.11086734,Entire home/apt,3,$249.00,60
19947454,https://www.airbnb.com/rooms/19947454,Modernly Plush 2-BR Apt in Boston + Pool & Gym,West End,2114,United States,42.36399854,-71.06533465,Entire home/apt,5,$271.00,60
21026932,https://www.airbnb.com/rooms/21026932,1 bedroom Apt near Boston medical Center,Roxbury,2118,United States,42.32969388,-71.07001602,Entire home/apt,3,$140.00,60
21727250,https://www.airbnb.com/rooms/21727250,Stunning 2 Bedroom in Boston + Great Views!!,Chinatown,2116,United States,42.35107433,-71.06164509,Entire home/apt,5,$289.00,60
21800554,https://www.airbnb.com/rooms/21800554,Southie Vibes|Fun Studio|1BR 1BA #3,South Boston,2127,United States,42.33503766,-71.04308867,Entire home/apt,2,$132.00,60
22204474,https://www.airbnb.com/rooms/22204474,Upscale 2 BR near Boston Commons & Public Garden!!,Mission Hill,2115,United States,42.3303612,-71.11106883,Entire home/apt,5,$319.00,60
22208498,https://www.airbnb.com/rooms/22208498,Homey 3BR in Boston near Famous Monuments!,Mission Hill,2115,United States,42.33042432,-71.11286109,Entire home/apt,7,$777.00,60
22248682,https://www.airbnb.com/rooms/22248682,Back Bay Apartment,Back Bay,2115,United States,42.34970825,-71.0900536,Entire home/apt,2,$100.00,60
22251665,https://www.airbnb.com/rooms/22251665,"Very comfortable place , go just 3 minuets Subway",Dorchester,2124,United States,42.28842892,-71.06291143,Private room,2,$75.00,60
22262801,https://www.airbnb.com/rooms/22262801,Lux 2 Bedroom by Fenway with washer/dryer & WIFI,Fenway,2215,United States,42.34474799,-71.10174689,Entire home/apt,4,$298.00,60
23268062,https://www.airbnb.com/rooms/23268062,Luxurious 2 Bedroom near Castle Island!,South Boston,2127,United States,42.33547375,-71.03669574,Entire home/apt,5,$182.00,60
23272365,https://www.airbnb.com/rooms/23272365,The WOW 2 BDR apartment! Downtown Boston area,South Boston,2127,United States,42.3365469,-71.03706966,Entire home/apt,5,$181.00,60
26367912,https://www.airbnb.com/rooms/26367912,Newly Renovated Loft Apartment in Back Bay/Fenway,Fenway,2115,United States,42.34530603,-71.08899921,Private room,2,$97.00,60
26450780,https://www.airbnb.com/rooms/26450780,Sunny 2BR in Lower Allston by Sonder,Allston,2134,United States,42.36473253,-71.12975381,Entire home/apt,4,$178.00,60
27454767,https://www.airbnb.com/rooms/27454767,Private Room in Boston,Roxbury,2119,United States,42.32995031,-71.08819598,Private room,1,$75.00,60
27572527,https://www.airbnb.com/rooms/27572527,Delightful 2BR in South End by Sonder,South End,2118,United States,42.34340987,-71.06434525,Entire home/apt,4,$229.00,60
27782842,https://www.airbnb.com/rooms/27782842,"3 min walking to  subway, orange line 1A",Charlestown,2129,United States,42.38228005,-71.07902854,Private room,1,$10.00,60
28144790,https://www.airbnb.com/rooms/28144790,Charming South End studio in Perfect Location,South End,2118,United States,42.34193528,-71.08148291,Entire home/apt,2,$300.00,60
28145109,https://www.airbnb.com/rooms/28145109,Cutest Furnished 1BR Apartment in Perfect Location,South End,2118,United States,42.34048126,-71.08130483,Entire home/apt,2,$150.00,60
28304380,https://www.airbnb.com/rooms/28304380,Safari Room,Dorchester,2124,United States,42.28790631,-71.06245367,Private room,1,$42.00,60
28606510,https://www.airbnb.com/rooms/28606510,Boston Great location! YMCA 7/11 Bus 57,Brighton,2135,United States,42.35071614,-71.16336819,Private room,2,$74.00,60
29029942,https://www.airbnb.com/rooms/29029942,Brighton1,Brighton,2135,United States,42.35722519,-71.16354856,Entire home/apt,3,$113.00,60
29217949,https://www.airbnb.com/rooms/29217949,ROOM C,West Roxbury,2132,United States,42.27301387,-71.15049586,Private room,1,$39.00,60
29257312,https://www.airbnb.com/rooms/29257312,Apartment,Dorchester,2125,United States,42.31886413,-71.04337184,Shared room,1,$50.00,60
29537290,https://www.airbnb.com/rooms/29537290,Downtown Crossing Theatre District Studio,Downtown,2111,United States,42.35609123,-71.06142366,Entire home/apt,4,$133.00,60
29723809,https://www.airbnb.com/rooms/29723809,"Bedroom near T, Boston downtown, Convention Center",South Boston,2127,United States,42.34015839,-71.0506009,Private room,2,$89.00,60
30772791,https://www.airbnb.com/rooms/30772791,"Entire Apartment, 2BR/1BA in Heart of North End",North End,2113,United States,42.36319876,-71.05544308,Entire home/apt,4,$160.00,60
30906384,https://www.airbnb.com/rooms/30906384,Private bedroom in quiet Dorchester/Boston home.,Dorchester,2124,United States,42.28856653,-71.05682276,Private room,1,$35.00,60
30981268,https://www.airbnb.com/rooms/30981268,Back Bay quick walk to Berklee and Northeastern,Fenway,2215,United States,42.34748277,-71.09195114,Entire home/apt,2,$133.00,60
31073977,https://www.airbnb.com/rooms/31073977,Franklin Park Roxbury 305,Roxbury,2121,United States,42.31731536,-71.09136472,Private room,2,$44.00,60
31212152,https://www.airbnb.com/rooms/31212152,1 Private Bedroom close Fenway & Downtown Boston,Jamaica Plain,2130,United States,42.32542741,-71.10603352,Private room,4,$50.00,60
20649367,https://www.airbnb.com/rooms/20649367,Chic 1BR in Back Bay by Sonder,Back Bay,2115,United States,42.34948546,-71.0901041,Entire home/apt,2,$191.00,63
7225376,https://www.airbnb.com/rooms/7225376,Northeastern University Apartment,Mission Hill,2120,United States,42.33155445,-71.09628787,Private room,2,$75.00,64
7508865,https://www.airbnb.com/rooms/7508865,Luxury 1- BR Apt near Boston's Children Hospital,Fenway,2215,United States,42.34351711,-71.10204141,Entire home/apt,3,$132.00,65
8034092,https://www.airbnb.com/rooms/8034092,Long term great location quiet place,Allston,2134,United States,42.35536689,-71.13735574,Private room,1,$49.00,65
27595884,https://www.airbnb.com/rooms/27595884,HOMEY 2BR APT! 1 FullBath & 1Private Parking!,Allston,2134,United States,42.34754177,-71.13624505,Entire home/apt,6,"$1,000.00",65
826706,https://www.airbnb.com/rooms/826706,Private Room in Spacious Apartment3,Dorchester,2121,United States,42.29996396,-71.08060444,Private room,2,$79.00,66
9926796,https://www.airbnb.com/rooms/9926796,A safe and private place to stay!,West Roxbury,2132,United States,42.26569049,-71.15989519,Shared room,1,$48.00,66
25132534,https://www.airbnb.com/rooms/25132534,North End Three Bedroom Apartment Downtown,North End,2113,United States,42.36669922,-71.05759334,Entire home/apt,6,$181.00,66
6179374,https://www.airbnb.com/rooms/6179374,"Harvard-Boston University-MIT, long term available",Allston,2134,United States,42.35488681,-71.13865334,Private room,1,$45.00,67
21176767,https://www.airbnb.com/rooms/21176767,Logan Intl Airport - Boston III,East Boston,2128,United States,42.38903148,-71.00176944,Private room,1,$43.00,67
28546674,https://www.airbnb.com/rooms/28546674,Seaport Luxe Condo Studio 3,South Boston Waterfront,2210,United States,42.3518399,-71.04388528,Entire home/apt,3,$289.00,67
9407895,https://www.airbnb.com/rooms/9407895,Shared Apartment on Smith Street,Mission Hill,2120,United States,42.33380384,-71.0961717,Shared room,1,$28.00,68
26452903,https://www.airbnb.com/rooms/26452903,"Clean Very Private Top Floor cold AC, Parking 7/11",Brighton,2135,United States,42.34876056,-71.16394708,Private room,2,$79.00,68
29535990,https://www.airbnb.com/rooms/29535990,Charming Studio in Historic Downtown Building,Downtown,2111,United States,42.35600984,-71.06149395,Entire home/apt,4,$133.00,68
27141,https://www.airbnb.com/rooms/27141,[1293] Lovely 1 BR in South End,South End,2118,United States,42.3425859,-71.07969076,Entire home/apt,2,$279.00,70
8014642,https://www.airbnb.com/rooms/8014642,Nice bedroom in a shared apt.,Roxbury,2119,United States,42.32554316,-71.09757057,Private room,2,$79.00,70
9614024,https://www.airbnb.com/rooms/9614024,Beautiful Studio Apt- Symphony area,Roxbury,2118,United States,42.34022256,-71.08298071,Entire home/apt,2,$94.00,70
15718448,https://www.airbnb.com/rooms/15718448,Bluebird Kenmore Sq 1-BR Near Harvard Med School,Fenway,2215,United States,42.34380207,-71.09773104,Entire home/apt,3,$571.00,70
18388606,https://www.airbnb.com/rooms/18388606,Ultra-Plush 2-BR Furnished Apt in Downtown Boston!,Chinatown,2111,United States,42.35132141,-71.06189606,Entire home/apt,5,$299.00,70
21239663,https://www.airbnb.com/rooms/21239663,Unique 1BR in Downtown Crossing by Sonder,Downtown,2111,United States,42.35124076,-71.0633538,Entire home/apt,2,$188.00,70
21515803,https://www.airbnb.com/rooms/21515803,Whimsical Condo by Boston's Back Bay!,Back Bay,2116,United States,42.34609539,-71.07937455,Entire home/apt,5,$999.00,70
21667214,https://www.airbnb.com/rooms/21667214,Bedroom,Dorchester,2125,United States,42.32409026,-71.05902726,Private room,2,$50.00,70
21828547,https://www.airbnb.com/rooms/21828547,112 Myrtle Street Apartment 10,Beacon Hill,2114,United States,42.35968854,-71.06901587,Entire home/apt,4,$95.00,70
22187061,https://www.airbnb.com/rooms/22187061,Modern place in the North End! Location GUARANTEED,North End,2113,United States,42.36558919,-71.05746629,Private room,2,$129.00,70
22583395,https://www.airbnb.com/rooms/22583395,Stunning 2 Bedroom near Faneuil Hall in Boston!,Mission Hill,2115,United States,42.33147371,-71.11245543,Entire home/apt,5,$299.00,70
23070890,https://www.airbnb.com/rooms/23070890,"Charming 3 Bedroom, PRIME LOCATION!",South End,2118,United States,42.34241263,-71.0684191,Entire home/apt,8,$234.00,70
24372360,https://www.airbnb.com/rooms/24372360,Lux 2 Bedroom by Fenway with washer/dryer & WIFI,Fenway,2215,United States,42.34330166,-71.10038472,Entire home/apt,5,$599.00,70
24623340,https://www.airbnb.com/rooms/24623340,#bbs Boston Modern  3BR Apt - Centrally Located,West End,2114,United States,42.36612358,-71.06820405,Entire home/apt,7,$349.00,70
29536529,https://www.airbnb.com/rooms/29536529,Quaint Studio in Boston Theatre District Downtown,Downtown,2111,United States,42.3547663,-71.062362,Entire home/apt,4,$133.00,70
29539518,https://www.airbnb.com/rooms/29539518,Boston Commons Condos 1BD 2F,Downtown,2116,United States,42.35188607,-71.06368583,Entire home/apt,3,$229.00,70
29607084,https://www.airbnb.com/rooms/29607084,Central Boston  5 Bed 2 Bath North End-Sleeps 10,Charlestown,2129,United States,42.38423099,-71.07098196,Entire home/apt,10,$191.00,70
29756350,https://www.airbnb.com/rooms/29756350,3-1 Dazzling Champney Duplex,Beacon Hill,2114,United States,42.36072234,-71.0673057,Entire home/apt,4,$375.00,70
30497322,https://www.airbnb.com/rooms/30497322,Dashing Studio in Lower Allston by Sonder,Allston,2134,United States,42.36456842,-71.12978252,Entire home/apt,2,$182.00,70
30772045,https://www.airbnb.com/rooms/30772045,Eagle Hill,East Boston,2128,United States,42.38085992,-71.03153731,Private room,2,$40.00,70
31887455,https://www.airbnb.com/rooms/31887455,Perfect for Boston Explorers - No extra fees!,East Boston,2128,United States,42.37535114,-71.03198308,Entire home/apt,4,$74.00,70
31991893,https://www.airbnb.com/rooms/31991893,A beautiful apartment with everything you need,Dorchester,2125,United States,42.31817646,-71.04076651,Entire home/apt,5,$70.00,70
19225442,https://www.airbnb.com/rooms/19225442,Back Bay Duplex,Back Bay,2115,United States,42.35145883,-71.08855362,Private room,2,$93.00,71
16896717,https://www.airbnb.com/rooms/16896717,Beautiful Entire Apt in Boston- 6 minute walk to T,Dorchester,2124,United States,42.29891768,-71.06868442,Entire home/apt,4,$139.00,72
22233079,https://www.airbnb.com/rooms/22233079,Amazing Apartment in Back Bay,Fenway,2115,United States,42.34656099,-71.08931418,Entire home/apt,5,$140.00,72
26280557,https://www.airbnb.com/rooms/26280557,Boston Commons Condos 2BD/2BA 4,Downtown,2111,United States,42.35469211,-71.06118043,Entire home/apt,5,$350.00,72
4446413,https://www.airbnb.com/rooms/4446413,Lux 2 Bedroom in Post-War Back Bay building w/WiFi,Back Bay,2116,United States,42.34500332,-71.07949074,Entire home/apt,5,$293.00,73
5834413,https://www.airbnb.com/rooms/5834413,"""Luxury 2BR in Boston/Fenway- with great amenities",Fenway,2215,United States,42.34450045,-71.1020414,Entire home/apt,5,$186.00,73
6277566,https://www.airbnb.com/rooms/6277566,10 Min Walk to HBS and Harvard Sq,Allston,2134,United States,42.36192885,-71.13064064,Private room,2,$230.00,73
9197535,https://www.airbnb.com/rooms/9197535,Spacious room in back bay,South End,2116,United States,42.34560256,-71.0757107,Private room,1,$100.00,73
9922595,https://www.airbnb.com/rooms/9922595,Downtown Boston 1-BR Apt. Near Boston Commons!,Downtown,2116,United States,42.35107229,-71.06305596,Entire home/apt,3,$144.00,73
17107742,https://www.airbnb.com/rooms/17107742,Beautiful Back Bay Penthouse,Back Bay,2116,United States,42.35179153,-71.08370353,Entire home/apt,2,$150.00,73
17622706,https://www.airbnb.com/rooms/17622706,Welcoming apartment close to downtown and MIT,Back Bay,2116,United States,42.35079641,-71.08416489,Entire home/apt,4,$250.00,73
20067610,https://www.airbnb.com/rooms/20067610,Cozy private bedroom with parking,Allston,2134,United States,42.36142435,-71.13445755,Private room,1,$60.00,73
24203351,https://www.airbnb.com/rooms/24203351,Back Bay Condos 1BD/1BA 2,Back Bay,2115,United States,42.34438305,-71.08613106,Entire home/apt,3,$229.00,73
24243652,https://www.airbnb.com/rooms/24243652,Imaginative Back Bay Condo!,Back Bay,2116,United States,42.34576642,-71.08003961,Entire home/apt,5,$999.00,73
24945296,https://www.airbnb.com/rooms/24945296,Boston Commons Condos Studio 3,Downtown,2116,United States,42.35177072,-71.06521598,Entire home/apt,3,$209.00,73
25486049,https://www.airbnb.com/rooms/25486049,Luxury Studio in the heart of the City,Fenway,2115,United States,42.34499775,-71.08792637,Entire home/apt,2,$198.00,73
26566402,https://www.airbnb.com/rooms/26566402,Furnished 1 BR Suite in the Heart of Back Bay,Back Bay,2115,United States,42.34886792,-71.08764701,Entire home/apt,3,$399.00,73
27309994,https://www.airbnb.com/rooms/27309994,Downtown Boston Two Bedroom Apartment,Chinatown,2111,United States,42.35135472,-71.05965779,Entire home/apt,5,$999.00,73
27625553,https://www.airbnb.com/rooms/27625553,IMPRESSIVE 3Beds/1Bath+1PrvtParking byTheTstation!,Brighton,2134,United States,42.34639556,-71.1366215,Entire home/apt,8,"$1,000.00",73
28220765,https://www.airbnb.com/rooms/28220765,Gray street 1st floor room 2,South End,2116,United States,42.34438356,-71.07222039,Private room,2,$90.00,73
28337464,https://www.airbnb.com/rooms/28337464,Copley Condos 1BD 3,Back Bay,2116,United States,42.34706748,-71.07987578,Entire home/apt,3,$239.00,73
29254518,https://www.airbnb.com/rooms/29254518,Cozy 2 bedroom apartment in the city center,East Boston,2128,United States,42.38034003,-71.02861242,Entire home/apt,6,$149.00,73
29757529,https://www.airbnb.com/rooms/29757529,4-2 Lovely Champney One Bed,Beacon Hill,2114,United States,42.36085484,-71.06705796,Entire home/apt,2,$149.00,73
30888008,https://www.airbnb.com/rooms/30888008,"5 mins walking to Airport station, King bedroom",East Boston,2128,United States,42.38041987,-71.03153611,Private room,1,$45.00,73
5870309,https://www.airbnb.com/rooms/5870309,Lux Furnished 2BR Apartment by Prudential Center,Back Bay,2116,United States,42.3450741,-71.08048463,Entire home/apt,5,$189.00,74
12874603,https://www.airbnb.com/rooms/12874603,Comfortable Private Bedroom for 2,Jamaica Plain,2130,United States,42.32267198,-71.10078612,Private room,2,$70.00,74
3389896,https://www.airbnb.com/rooms/3389896,Premium Boston Apartment,Dorchester,2122,United States,42.29640545,-71.05540715,Private room,2,$59.00,75
5832127,https://www.airbnb.com/rooms/5832127,Spacious bedroom in full apartment,Mission Hill,2120,United States,42.32915953,-71.10099811,Private room,2,$69.00,75
18868165,https://www.airbnb.com/rooms/18868165,Lucky Rm 4 Near-T 唐人街-鴻運大房-2 beds AC,Chinatown,2111,United States,42.34693757,-71.06129752,Private room,2,$85.00,75
23476962,https://www.airbnb.com/rooms/23476962,LUXURY PRIVATE BEDROOM/BATH in SEAPORT BOSTON,South Boston Waterfront,2210,United States,42.34803378,-71.03952244,Private room,2,$110.00,75
23498826,https://www.airbnb.com/rooms/23498826,Spacious 2BR in Fenway by Sonder,Fenway,2215,United States,42.34406474,-71.10158756,Entire home/apt,4,$260.00,75
28076902,https://www.airbnb.com/rooms/28076902,2 bedroom in the heart of Back Bay & Copley,Back Bay,2116,United States,42.34615982,-71.0783836,Entire home/apt,5,$309.00,75
29541350,https://www.airbnb.com/rooms/29541350,1-2 Charming Champney 1 Bed,Beacon Hill,2114,United States,42.35887645,-71.06819815,Entire home/apt,2,$150.00,75
2747654,https://www.airbnb.com/rooms/2747654,Nice Furnished Apt by Theater District,Downtown,2116,United States,42.3503315,-71.06500312,Entire home/apt,3,$175.00,76
18945236,https://www.airbnb.com/rooms/18945236,Phenomenal Boston 2BR Condo!,Back Bay,2116,United States,42.34648114,-71.07979714,Entire home/apt,5,$999.00,76
21524811,https://www.airbnb.com/rooms/21524811,Posh 1BR in Downtown Crossing by Sonder,Downtown,2111,United States,42.3516069,-71.06319859,Entire home/apt,2,$189.00,76
24409076,https://www.airbnb.com/rooms/24409076,Cozy Apt next to Logan Airport - Short/Long Stay,East Boston,2128,United States,42.39211853,-71.00199947,Entire home/apt,4,$125.00,76
26759283,https://www.airbnb.com/rooms/26759283,Boston Commons Condos 1BD 1,Downtown,2116,United States,42.35232769,-71.0646821,Entire home/apt,3,$219.00,76
28663740,https://www.airbnb.com/rooms/28663740,#1 South End 1 Bed perfect Location!,Back Bay,2116,United States,42.34466735,-71.07992537,Entire home/apt,3,$180.00,76
29486569,https://www.airbnb.com/rooms/29486569,677-7 Tremont South End Studio,South End,2118,United States,42.34055092,-71.07585392,Entire home/apt,2,$140.00,76
29487171,https://www.airbnb.com/rooms/29487171,463-C Industrial Chic Apartment,Fenway,2215,United States,42.34544886,-71.10336756,Entire home/apt,4,$150.00,76
30588775,https://www.airbnb.com/rooms/30588775,Cozy Three Bedroom Apt North End Downtown Boston!,North End,2109,United States,42.36523808,-71.05398051,Entire home/apt,6,$176.00,76
1873046,https://www.airbnb.com/rooms/1873046,"Cute 1 Bedroom Apartment, Downtown Boston",Downtown,2116,United States,42.35284077,-71.06260646,Entire home/apt,3,$195.00,77
4275846,https://www.airbnb.com/rooms/4275846,Boston Studio Across from Majestic Theater,Downtown,2116,United States,42.35122666,-71.06408081,Entire home/apt,2,$200.00,77
4874201,https://www.airbnb.com/rooms/4874201,"4 min  walk to Sullivan T,15 to MIT",Charlestown,2145,United States,42.38269847,-71.07880297,Private room,2,$39.00,77
7527677,https://www.airbnb.com/rooms/7527677,Cosy Bedroom by Harvard,Allston,2134,United States,42.3589929,-71.12883794,Private room,1,$50.00,77
15692812,https://www.airbnb.com/rooms/15692812,Cozy & Convenient 1 Bed Apt In Brighton/Brookline,Brighton,2135,United States,42.34389404,-71.14231842,Entire home/apt,3,$150.00,77
17920249,https://www.airbnb.com/rooms/17920249,Central 1BR in Fenway by Sonder,Fenway,2215,United States,42.34367763,-71.10041299,Entire home/apt,4,$191.00,77
21498151,https://www.airbnb.com/rooms/21498151,Artsy 3BR in Brighton by Sonder,Brighton,2135,United States,42.33954659,-71.15628341,Entire home/apt,6,$134.00,77
21632673,https://www.airbnb.com/rooms/21632673,Vibrant 2BR in Downtown Crossing by Sonder,Chinatown,2111,United States,42.35111922,-71.06154975,Entire home/apt,4,$296.00,77
22013974,https://www.airbnb.com/rooms/22013974,Private BD near Fenway/Convention Center c:),Fenway,2215,United States,42.35073545,-71.09420324,Private room,2,$125.00,77
24172008,https://www.airbnb.com/rooms/24172008,Back Bay Condos 1BD/1BA 4,Back Bay,2115,United States,42.3465902,-71.08518574,Entire home/apt,3,$229.00,77
24628253,https://www.airbnb.com/rooms/24628253,"Beautiful ,Cozy & Convenient private room",Charlestown,2129,United States,42.37992346,-71.07209578,Private room,5,$102.00,77
25013408,https://www.airbnb.com/rooms/25013408,Luxury 16H single fam House near Harvard U with pk,Allston,2134,United States,42.35849286,-71.13499312,Entire home/apt,9,$500.00,77
25871107,https://www.airbnb.com/rooms/25871107,South End Condos 1BD,South End,2118,United States,42.3446346,-71.06247637,Entire home/apt,3,$239.00,77
13592,https://www.airbnb.com/rooms/13592,"[1279] 2 BR/1.5 BA, Bi-Level Suite",Back Bay,2116,United States,42.35376288,-71.07423911,Entire home/apt,4,$359.00,78
7845607,https://www.airbnb.com/rooms/7845607,Cozy Sunroom in Secluded Townhouse,Jamaica Plain,2130,United States,42.31579766,-71.116963,Private room,1,$55.00,78
17478893,https://www.airbnb.com/rooms/17478893,Relaxed Trendy Downtown|Studio Theatre District,Downtown,2111,United States,42.35408935,-71.06138974,Entire home/apt,4,$133.00,78
18181482,https://www.airbnb.com/rooms/18181482,15 minutes to Boston- 3 BDR for 8 people-big yard,Roslindale,2131,United States,42.28110291,-71.12881345,Entire home/apt,9,$150.00,78
19694238,https://www.airbnb.com/rooms/19694238,2/1 Newly Furnished Condo By Public Transit (21D1),Roxbury,2125,United States,42.31892828,-71.07481759,Entire home/apt,4,$129.00,78
